text,label,rating
"Works well.  Pros: Paired easily with iPhone 6 Cables are pretty long. Comes with an extender. Nice USB out for charging 2 amp Nice magnet mount in case you want to put it in the glove box. No BT connection issues.  Cons: No FM connection, you will need an auxiliary input You have to push the power button every time. There might be a setting to change this but I haven't found it.",1,4.0
"The mouse is so small that my middle finger, which should be sitting on the wheel, it sitting on the right click. Keyboard is squished too.",0,1.0
No,0,1.0
"Just bought and we are returning.  It captured the post lady dropping the package off on the porch. . .  and later the woman across the street running and yelling after some unknown persons.  BUT, it didn't capture AT ALL the thug that walked up the sidewalk and took the package in between.  Explain that to a cop!  In fairness, it picks up sound very well.  I heard everything the woman yelled from across the street.  Still, cannot give a product a second chance after such an epic fail.  It has one job!",0,1.0
Great quality great price. No issues,1,5.0
"Not super low profile, but I don't need to worry about bending the cord against the wall and breaking something. Also can be used as a short extension cable. It did let not cover other connections because its sideways.",1,5.0
"🙁. Disappointed the price has gone down lots🙁. Also I find it big for my living room and the sound could be better, for the price I paid. The base is so loud I only use it when company comes over. I actually thought I could hear the YV in other rooms of my house with the sound bar but 🙁 not🙁 Also cannot connect my iPad Pro my iphoneX to the sound bar",0,2.0
I've had nothing but problems.  I have to Recover my OS weekly.,0,1.0
"Great binoculars and customer service. I needed to re-read the directions in order to get an idea of how to focus in on the subject. After re-reading the directions a few times, it worked. The only complaint  was that with glasses on, it didn't work as well. When I reached out to customer service, they were able to refund me a small portion of the money while I got to keep the binoculars. The customer service rep understood my issue and empathized with me. Great overall product and customer service!",1,5.0
"This is the second same bag I purchased, my son a surgeon in the Air Force uses this every day and for travel. I noticed they were on sale I bought him another one for the future since he uses the first on so much. He has never loved a bag that much and it looks great on a professional or student, the leather is aged and soft.  Do not hesitate to buy it the price is great.",1,5.0
"Well, it was good while it lasted, but my device broke after only 70 days.",0,1.0
"It turned out that there were no drivers for WINDOWS 8, and I had problems accessing the Web site to find updated versions.  in the end, I used another option.",0,1.0
"I have always favored Verbatim products, particularly their CD-R Audio platters, so I was excited to try the Clip-It as a storage device. It does indeed work as advertised, but it is not a particularly remarkable product.  As a 4GB storage device, it does well enough but I noticed that the copy rate is somewhat slow. I did a side-by-side comparison with a SanDisk Cruzer stick and found that the SanDisk outperformed the Verbatim by an average of 2 meg/sec. That's an appreciable speed difference! When copying larger files, it means longer waits while the copy completes. For the impatient, this is bad.  I do not like the fact that the contact points are exposed and there is no cover for them. This equates to more opportunities for dirt and oil to contaminate the contacts which may eventually affect reliability.  As a paper clip (this product's other touted function) it performs well for a small number of pages but quickly is outdone when trying to clip together more pages or pages made with thicker paper.  I'm sorry, but I cannot recommend this product. There are other storage solutions that are comparable in price that perform better, have more storage space and are of better design.",0,2.0
